1,2154_2023,4 Apr 2023,13.03/SPP/298/IV/2023,CAPEX,PT Aneka Karya Prima,13.03/SPP/Sawit/53/V/2022,,,,,,Pembayaran rampung atas Perbaikan/Penggantian Sludge Separator Merk Alfa Laval Type PASX 610 di PKS Ngabang Kontrak No. 13.03/SPP/Sawit/53/V/2022,1.184.897.338,KEUANGAN,04/04/2023,09/04/2023,,1.184.897.338,1.184.897.338,0,,,0,0,,1.184.897.338,,,500.000.000,25/01/2024,400.000.000,22/02/2024,284.897.338,01/04/2024,,,,,,,,,1.184.897.338,0,0,,,0,0,0,0,0,0,0,  - ,  500.000.000 ,  400.000.000 ,  - ,  284.897.338 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  1.184.897.338 ,  1.184.897.338 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  1.184.897.338 ,0
1,2604_2023,3 Mei 2023,13.03/SPP/371/V/2023,CAPEX,PT Aneka Karya Prima,No. 13.03/SP/Sawit/106/XI/2022,15/11/2022,,13.03/BAST/45/SP.106/I/2023,13/01/2023,,Pembayaran Rampung atas pengadaan dan pemasangan 1 (satu) Unit Vibrating Screen Double Deck Merk Amkco di PKS Samuntai,263.221.800,KEUANGAN,03/05/2023,10/05/2023,,263.221.800,263.221.800,0,,,0,0,,263.221.800,,,263.221.800,10/06/2024,,,,,,,,,,,,,263.221.800,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  263.221.800 ,  - ,  - ,  - ,  - ,  - ,  - ,  263.221.800 ,  263.221.800 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  263.221.800 ,0
1,2605_2023,3 Mei 2023,13.03/SPP/372/V/2023,CAPEX,PT Aneka Karya Prima,No. 13.03/SP/Sawit/106/XI/2022,15/11/2022,,13.03/BAST/45/SP.106/I/2023,13/01/2023,,Pembayaraan atas Jaminan Pemeliharaan atas pengadaan dan pemasangan 1 (satu) unit Vibrating screen Double Deck Merk Amkco di PKS Samuntai Kaltim,12.650.000,KEUANGAN,03/05/2023,09/05/2023,,12.650.000,12.650.000,0,,,0,0,,12.650.000,,,12.650.000,31/05/2024,,,,,,,,,,,,,12.650.000,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  12.650.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  12.650.000 ,  12.650.000 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  12.650.000 ,0
1,2742_2023,9 Mei 2023,13.03/SPP/393/V/2023,CAPEX,PT Aneka Karya Prima,13.03/SP/Sawit/98/XI/2022,,,,,,Pembayaran rampung atas Penggantian Rantai dan Rekondisi Bucket Fruit Elevator No. 2 di PKS Ngabang Kontrak No. 13.03/SP/Sawit/98/XI/2022,489.080.909,KEUANGAN,09/05/2023,24/05/2023,,489.080.909,489.080.909,0,,,0,0,,489.080.909,,,489.080.909,01/04/2024,,,,,,,,,,,,,489.080.909,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  489.080.909 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  489.080.909 ,  489.080.909 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  489.080.909 ,0
1,2743_2023,9 Mei 2023,13.03/SPP/394/V/2023,CAPEX,PT Aneka Karya Prima,No. 13.03/SP/Sawit/93/X/2022,26/10/2022,,13.03/BAST/51/SP.93/I/2023,07/01/2023,,"Pembayaran Rampung atas Rekondisi 20 (Dua Puluh) Unit Lori Kapasitas 2,5 Ton TBS di PKS Ngabang Kontrak No. 13.03/SP/Sawit/93/X/2022",484.869.600,KEUANGAN,09/05/2023,24/05/2023,,484.869.600,484.869.600,0,,,0,0,,484.869.600,,,484.869.600,31/05/2024,,,,,,,,,,,,,484.869.600,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  484.869.600 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  484.869.600 ,  484.869.600 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  484.869.600 ,0
1,2751_2023,9 Mei 2023,13.03/SPP/402/V/2023,CAPEX,PT Aneka Karya Prima,No. 13.03/SP/Sawit/53/V/2022,27/05/2022,,13.03/BAST/76/SP.53/VI/2022,25/06/2022,,Pembayaran jaminan pemeliharaan penggantian Sludge Separator Merk Alfa Laval Type PASX 610 di PKS Ngabang Kontrak No. 13.03/SP/Sawit/53/V/2022,56.032.175,KEUANGAN,09/05/2023,11/05/2023,,56.032.175,56.032.175,0,,,0,0,,56.032.175,,,56.032.175,10/06/2024,,,,,,,,,,,,,56.032.175,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  56.032.175 ,  - ,  - ,  - ,  - ,  - ,  - ,  56.032.175 ,  56.032.175 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  56.032.175 ,0
1,2767_2023,10 Mei 2023,13.03/SPP/404/V/2023,CAPEX,PT Aneka Karya Prima,No. 13.03/SP/Sawit/93/X/2022,26/10/2022,,13.03/BAST/51/SP.93/I/2023,07/01/2023,,"Pembayaran jaminan Pemeliharaan atas Rekondisi 20 (Dua Puluh) Unit Lori Kapasitas 2,5 Ton TBS di PKS Ngabang Kontrak No. 13.03/SP/Sawit/93/X/2022",23.300.000,KEUANGAN,10/05/2023,11/05/2023,,23.300.000,23.300.000,0,,,0,0,,23.300.000,,,23.300.000,10/06/2024,,,,,,,,,,,,,23.300.000,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  23.300.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  23.300.000 ,  23.300.000 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  23.300.000 ,0
1,2766_2023,10 Mei 2023,13.03/SPP/405/V/2023,CAPEX,PT Aneka Karya Prima,No. 13.03/SP/Sawit/98/XI/2022,03/11/2022,,13.03/BAST/52/SP.98/I/2023,16/01/2023,,Pembayaran jaminan Pemeliharaan atas Penggantian Rantai dan Rekondisi Bucket Fruit Elevator di PKS Ngabang Kontrak No. 13.03/SP/Sawit/98/XI/2022,23.502.350,KEUANGAN,10/05/2023,11/05/2023,,23.502.350,23.502.350,0,,,0,0,,23.502.350,,,23.502.350,10/06/2024,,,,,,,,,,,,,23.502.350,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  23.502.350 ,  - ,  - ,  - ,  - ,  - ,  - ,  23.502.350 ,  23.502.350 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  23.502.350 ,0
1,3955_2023,10 Jul 2023,13.03/SPP/539/VII/2023,CAPEX,PT Aneka Karya Prima,No. 13.03/SP/Sawit/109/XI/2022,16/11/2022,,13.03/BAST/14/SP.109/XII/2022,15/12/2022,,Jaminan Pemeliharaan atas Pemasangan Pipa Tangki CPO ke Tangki Timbun No. 6 dan No. 7 di IPP Tayan Kontrak No. 13.03/SP/Sawit/109/XI/2022,2.137.800,KEUANGAN,10/07/2023,12/07/2023,,2.137.800,2.137.800,0,,,0,0,,2.137.800,,,2.137.800,31/05/2024,,,,,,,,,,,,,2.137.800,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  2.137.800 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  2.137.800 ,  2.137.800 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  2.137.800 ,0
1,3953_2023,10 Jul 2023,13.03/SPP/541/VII/2023,CAPEX,PT Aneka Karya Prima,No. 13.03/SP/SAWIT/71/VIII/2022,18/08/2022,,13.03/BAST/13/SP.71/X/2022,31/10/2022,,Jaminan Pemeliharaan atas Rekondisi/Perbaikan Fruit Elevator No. 1 di PKS Parindu,19.421.013,KEUANGAN,10/07/2023,12/07/2023,,19.421.013,19.421.013,0,,,0,0,,19.421.013,,,19.421.013,10/06/2024,,,,,,,,,,,,,19.421.013,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  19.421.013 ,  - ,  - ,  - ,  - ,  - ,  - ,  19.421.013 ,  19.421.013 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  19.421.013 ,0
1,4238_2023,24 Jul 2023,13.03/SPP/588/VII/2023,CAPEX,PT Aneka Karya Prima,No. 13.03/SP/SAWIT/38/IV/2022,30/04/2022,,13.03/BAST/44/SP.38/VIII/2022,31/08/2022,,Pembayaran Jaminan Pemeliharaan atas Penggantian Pemasangan 2 Unit Cyclone dan 2 Unit Ducting Blower LTDS Line II Serta 2 unit Nut Destoner dan 2 Unit Nut Cyclone Line I dan Line II di PKS Parindu Kontrak No. 13.03/SPP/Sawit/38/IV/2022,62.781.750,KEUANGAN,25/07/2023,26/07/2023,,62.781.750,62.781.750,0,,,0,0,,62.781.750,,,62.781.750,10/06/2024,,,,,,,,,,,,,62.781.750,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  62.781.750 ,  - ,  - ,  - ,  - ,  - ,  - ,  62.781.750 ,  62.781.750 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  62.781.750 ,0
1,4847_2023,16 Agu 2023,13.03/SPP/667/VIII/2023,CAPEX,PT Aneka Karya Prima,No. 13.03/SP/Sawit/04/II/2023,22/02/2023,,13.03/BAST/66/SP.04/IV/2023,17/04/2023,,"Pembayaran rampung atas Penggantian Pemipaan, Internal Rail, Line Spreader Plate, dan Pengelasan Ulang Sambungan Slyte Plate Rebusan No. 1 dan 2 di PKS Ngabang Kalbar Kontrak No. 13.03/SP/Sawit/04/II/2023",462.172.033,KEUANGAN,16/08/2023,24/08/2023,,462.172.033,462.172.033,0,,,0,0,,462.172.033,,,462.172.033,10/06/2024,,,,,,,,,,,,,462.172.033,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  462.172.033 ,  - ,  - ,  - ,  - ,  - ,  - ,  462.172.033 ,  462.172.033 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  462.172.033 ,0
1,4848_2023,16 Agu 2023,13.03/SPP/668/VIII/2023,CAPEX,PT Aneka Karya Prima,No. 13.03/SP/Sawit/04/II/2023,22/02/2023,,13.03/BAST/66/SP.04/IV/2023,22/02/2023,,"Pembayaran Jaminan Pemeliharaan atas Penggantian Pemipaan, Internal Rail, Line Spreader Plate, dan Pengelasan Ulang Sambungan Slyte Plate Rebusan No. 1 dan 2 di PKS Ngabang Kalbar Kontrak No. 13.03/SP/Sawit/04/II/2023",22.209.400,KEUANGAN,16/08/2023,24/08/2023,,22.209.400,22.209.400,0,,,0,0,,22.209.400,,,22.209.400,28/06/2024,,,,,,,,,,,,,22.209.400,0,0,Pekerjaan Pembangunan Mesin dan Instalasi,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  22.209.400 ,  - ,  - ,  - ,  - ,  - ,  - ,  22.209.400 ,  22.209.400 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  22.209.400 ,0
1,5643_2023,26 Sep 2023,13.03/SPP/783/IX/2023,CAPEX,PT Aneka Karya Prima,No. 13.03-Ins/SP/80/XI/2021,24/11/2021,,13.03/BAST/30/SP.80/XI/2021,15/12/2021,,Pembayaran Jaminan Pemeliharaan atas General Overhoul dan Rebalancing Sludge Separator Westfalia No. 2 Type DA 45-01-026 S/N 1730-228 di PKS Parindu Kalbar Kontrak No. 13.03-Ins/SP/80/XI/2021,23.421.105,KEUANGAN,26/09/2023,27/09/2023,,23.421.105,23.421.105,0,,,0,0,,23.421.105,,,23.421.105,28/06/2024,,,,,,,,,,,,,23.421.105,0,0,Pekerjaan Pembangunan Mesin dan Instalasi,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  23.421.105 ,  - ,  - ,  - ,  - ,  - ,  - ,  23.421.105 ,  23.421.105 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  23.421.105 ,0
1,5644_2023,26 Sep 2023,13.03/SPP/784/IX/2023,CAPEX,PT Aneka Karya Prima,No. 13.03-Inst/SP/25/IX/2021,07/09/2021,,13.03/BAST/29/SP.25/X/2021,22/10/2021,,Pembayaran Jaminan Pemeliharaan atas Rekondisi penggantian Inclined Empty Bunch Conveyor di PKS Parindu Kontrak No. 13.03-Inst/SP/25/IX/2021,18.434.700,KEUANGAN,26/09/2023,27/09/2023,,18.434.700,18.434.700,0,,,0,0,,18.434.700,,,18.434.700,28/06/2024,,,,,,,,,,,,,18.434.700,0,0,Pekerjaan Pembangunan Mesin dan Instalasi,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  18.434.700 ,  - ,  - ,  - ,  - ,  - ,  - ,  18.434.700 ,  18.434.700 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  18.434.700 ,0
1,6369_2023,3 Nov 2023,13.03/SPP/908/XI/2023,CAPEX,PT Aneka Karya Prima,No. 13.03/SP/Sawit/32/VI/2023,16/06/2023,,13.03/BAST/79/SP.32/VIII/2023,14/08/2023,,Jaminan Pemeliharaan atas Penggantian Atap dan LIP Chanel Stasiun Rebusan di PKS Parindu atas Kontrak No. 13.03/SP/Sawit/32/VI/2023,45.041.675,KEUANGAN,03/11/2023,03/11/2023,,45.041.675,45.041.675,0,,,0,0,,45.041.675,,,45.041.675,28/06/2024,,,,,,,,,,,,,45.041.675,0,0,Pekerjaan Pembangunan Mesin dan Instalasi,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  45.041.675 ,  - ,  - ,  - ,  - ,  - ,  - ,  45.041.675 ,  45.041.675 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  45.041.675 ,0
1,1978_2023,21 Mar 2023,13.03/SPP/276/III/2023,OPEX,PT Asido Jaya Patuan,13.03/15/29/OPL/2023,,,,,,Pembayaran atas Pembelian barang barang sesuai OPL No. 13.03/15/29/OPL/2023,43.845.000,KEUANGAN,28/03/2023,,,0,43.845.000,0,,,0,0,,43.845.000,,,43.845.000,01/04/2024,,,,,,,,,,,,,43.845.000,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  43.845.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  43.845.000 ,  43.845.000 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  43.845.000 ,0
1,2251_2023,4 Apr 2023,13.03/SPP/315/IV/2023,CAPEX,PT Asido Jaya Patuan,"13.03/SPJB/26/IPS/2022,13.03/14/14/SPK/2022 & 13.03/15/17/SPK/2023",,,,,,"Pembayaran atas Pembelian barang dan Jasa sesuai OPL SPK/SPJB No. 13.03/SPJB/26/IPS/2022,13.03/14/14/SPK/2022 & 13.03/15/17/SPK/2023",728.393.100,KEUANGAN,10/04/2023,11/04/2023,,728.393.100,728.393.100,0,,,0,0,,728.393.100,,,150.000.000,07/11/2023,578.393.100,22/2/2024,,,,,,,,,,,728.393.100,0,0,,,0,0,0,0,0,0,0,  150.000.000 ,  - ,  578.393.100 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  578.393.100 ,  728.393.100 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  578.393.100 ,150.000.000
1,2551_2023,28 Apr 2023,13.03/SPP/370/IV/2023,CAPEX,PT Asido Jaya Patuan,,,,,,,Pembayaran atas pembelian barang dan jasa  sesuai OPL/SPK,345.923.000,KEUANGAN,28/04/2023,12/06/2023,,345.923.000,345.923.000,0,,,0,0,,345.923.000,,,,,,,,,,,,,,,345.923.000,25/01/2024,345.923.000,0,0,,,0,0,0,0,0,0,0,  - ,  345.923.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  345.923.000 ,  345.923.000 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  345.923.000 ,0
1,3000_2023,23 Mei 2023,13.03/SPP/421/V/2023,OPEX,PT Asido Jaya Patuan,No. 13.03/SPJB/02/2023,28/02/2023,,Panga/26/PBM/2023,16/03/2023,,Pembayaran atas Pembelian barang dan Jasa sesuai OPL/SPK/SPJB No. 13.03/SPJB/02/2023,560.777.550,KEUANGAN,23/05/2023,24/05/2023,,560.777.550,560.777.550,0,,,0,0,,560.777.550,,,560.777.550,10/06/2024,,,,,,,,,,,,,560.777.550,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  560.777.550 ,  - ,  - ,  - ,  - ,  - ,  - ,  560.777.550 ,  560.777.550 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  560.777.550 ,0
1,3417_2023,13 Jun 2023,13.03/SPP/478/VI/2023,OPEX,PT Asido Jaya Patuan,"13.03/00/02,05/OPL/2023",,,,,,"Pembayaran atas Pengadaan bahan Kimia sesuai OPL No. 13.03/00/02,05/OPL/2023",63.270.000,KEUANGAN,13/06/2023,15/06/2023,,63.270.000,63.270.000,0,,,0,0,,63.270.000,,,63.270.000,01/04/2024,,,,,,,,,,,,,63.270.000,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  63.270.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  63.270.000 ,  63.270.000 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  63.270.000 ,0
1,3694_2023,26 Jun 2023,13.03/SPP/499/VI/2023 ,OPEX,PT Asido Jaya Patuan,13.03/15/57/SPK/2023,,,,,,Pembayaran atas Pembelian barang dan Jasa sesuai OPL/SPK No. 13.03/15/57/SPK/2023,139.860.000,KEUANGAN,26/06/2023,30/06/2023,,139.860.000,139.860.000,0,,,0,0,,139.860.000,,,139.860.000,01/04/2024,,,,,,,,,,,,,139.860.000,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  139.860.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  139.860.000 ,  139.860.000 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  139.860.000 ,0
1,4166_2023,21 Jul 2023,13.03/SPP/564/VII/2023,OPEX,PT Asido Jaya Patuan,"No. 13.03/15/67,68,86/SPK/2023",08/06/2023,,"014,015/BAPBM/PAGUN/VII/2023",06/07/2023,,"Pembayaran atas Pembelian baran dan Jasa sesuai OPL/SPK/SPJB No. 13.03/15/67,68,86/SPK/2023",296.370.000,KEUANGAN,21/07/2023,21/07/2023,,296.370.000,296.370.000,0,,,0,0,,296.370.000,,,296.370.000,28/06/2024,,,,,,,,,,,,,296.370.000,0,0,Pengolahan,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  296.370.000 ,  - ,  - ,  - ,  - ,  - ,  - ,  296.370.000 ,  296.370.000 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  296.370.000 ,0
1,4185_2023,24 Jul 2023,13.03/SPP/566/VII/2023,OPEX,PT Asido Jaya Patuan,13.03/00/04/A/2023,,,,,,Pembayaran atas Pembelian barang dan Jasa sesuai OPL/SPK/SPJB No. 13.03/00/04/A/2023,30.683.290,KEUANGAN,24/07/2023,24/07/2023,,30.683.290,30.683.290,0,,,0,0,,30.683.290,,,30.683.290,01/04/2024,,,,,,,,,,,,,30.683.290,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  30.683.290 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  30.683.290 ,  30.683.290 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  30.683.290 ,0
1,4205_2023,24 Jul 2023,13.03/SPP/569/VII/2023,OPEX,PT Asido Jaya Patuan,"13.03/15/84/SPK/2023, 13.03/15/97/SPK/2023 ",23/06/2023,,"Pasam/BAPBM/34,35/VII/2023",05/07/2023,,"Pembayaran atas pembelian barang dan jasa sesuai OPL/SPK/SPJB No. 13.03/15/84/SPK/2023 tgl. 23-06-2023, 13.03/15/97/SPK/2023 tgl. 3-07-2023",135.131.400,KEUANGAN,24/07/2023,26/07/2023,,135.131.400,135.131.400,0,,,0,0,,135.131.400,,,135.131.400,22/07/2024,,,,,,,,,,,,,135.131.400,0,0,Pengolahan,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  135.131.400 ,  - ,  - ,  - ,  - ,  - ,  135.131.400 ,  135.131.400 ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  135.131.400 ,0
